Boruc | is | Polish
Stanislas | put Bournemouth in | round of FA Cup
Stanislas | put Bournemouth in | lead
Stanislas | put Bournemouth in | third round
His Premier League goals | came on | 28 November
His first Premier League goals | came on | 28 November
His first Premier League goals | came on | two late strikes
His Premier League goals | came on | two strikes
His Premier League goals | came on | two late strikes
His first Premier League goals | came on | two strikes
1 | netting from | corner kick
1 | netting directly from | corner kick
Stanislas | has | has capped
Stanislas | has | has capped for England at under-19
Stanislas | has | has capped for England
Stanislas | has | has capped at under-19
He | was called along with | James Tomkins
He | was called along with | West Ham teammate
He | was | called up to England U19 squad for time in November 2007
He | was | called up to England U19 squad for first time in November 2007
friendly | for teammate is | James Tomkins
He | was | called up to England U19 squad for time
He | was called up | up England U19 squad
He | was called for | first time in November 2007
He | was called along with | West Ham teammate for friendly against Germany
first time | is in | November 2007
He | was called for | time in November 2007
He | was | called up to England U19 squad for first time
He | was called along with | West Ham teammate for friendly
He | was called for | time
He | was | called
He | was called for | first time
His call-up | came in | February 2008
His call-up | came for | friendly against Croatia
His second call-up | came for | friendly
His call-up | came for | Swindon
His second call-up | came for | friendly at County Ground
His call-up | came for | friendly at County Ground
His call-up | came for | friendly
His second call-up | came in | February 2008
His second call-up | came for | Swindon
His second call-up | came for | friendly against Croatia at County Ground
Croatia | against friendly is | Swindon
His second call-up | came for | friendly against Croatia
His call-up | came for | friendly against Croatia at County Ground
he | made | his debut
England U20 | is in | 2
he | made | his debut for
He | received | his first call-up
He | received | his call-up
Stuart Pearce | named | him
1 draw | is with | Greece
His final appearance | is in | 2
unused substitute | is in | 1
his | father | Felix
He | play for | Saint Lucia national team
He | is | eligible
He | play through | Felix
He | play through | his father
He | play for | Saint Lucia team
Stanislas | went as | child in Eltham in his teens
Eltham | is in | his teens
Stanislas | went as | child in Eltham
child | is in | Eltham
Stanislas | went to | Catholic school
Stanislas | went to | school
Stanislas | went as | child
He | remains | devout Christian today
He | devout Christian at_time | today
He | Christian at_time | today
He | remains | Christian
He | remains | devout Christian
He | remains | Christian today
Salguero | is | professional
Salguero | is | Spanish
Rico | Born in | Burgos
Rico | graduated from | local CD Burgos Promesas 2000 's youth system
local CD Burgos Promesas 2000 | from | youth system
he | was | assigned
he | was assigned to | Juvenil squad
he | joined Zaragoza In | June 2011
he | joined | Real Zaragoza
he | joined | Zaragoza
Rico | was | promoted
Rico | was | quickly promoted
Rico | was quickly promoted in | July 2012
Rico | made | his debut
Rico | was promoted to | B-side
Rico | was quickly promoted to | B-side
Rico | was promoted in | July 2012
Rico | was | promoted to B-side in July 2012
Rico | was | quickly promoted to B-side in July 2012
Rico | made | his senior debut
He | served mostly as | backup in his two seasons
He | served mostly as | backup in his two seasons with squad
backup | is with | squad
He | served as | backup in his two seasons
He | served as | backup in his two seasons with squad
backup | is in | his two seasons
He | second ending in | relegation
He | ending in | relegation
He | served as | backup
He | served mostly as | backup
He | served as | backup with squad
He | served mostly as | backup with squad
Rico | was | In summer promoted to squad after injury of Abraham Minero
Rico | was | In summer of 2013 promoted to squad after injury of Abraham Minero
Rico | was | promoted
Rico | was | In summer of 2013 promoted after injury of Abraham Minero
Rico | was | In summer promoted to main squad after injury of Abraham Minero
Rico | was | In summer of 2013 promoted after injury
Rico | was | In summer promoted to main squad after injury
Rico | was | In summer promoted to squad after injury
Rico | was promoted after | injury of Abraham Minero
Rico | was | In summer promoted to squad
Rico | was promoted In | summer of 2013
Rico | was | In summer of 2013 promoted to main squad after injury of Abraham Minero
Rico | was | In summer promoted to main squad
Rico | was | In summer promoted after injury of Abraham Minero
Rico | was promoted after | injury
Rico | was promoted In | summer
Rico | was promoted to | squad
Rico | was | In summer of 2013 promoted to squad
Rico | was | promoted to squad after injury of Abraham Minero
Rico | was | In summer promoted after injury
Rico | was | promoted to main squad after injury of Abraham Minero
Rico | was | promoted to main squad after injury
Rico | was | In summer of 2013 promoted to main squad after injury
Rico | was | In summer of 2013 promoted to squad after injury
Rico | was | In summer of 2013 promoted to main squad
Rico | was | promoted to squad after injury
Rico | was promoted to | main squad
his first match | starting in | 0
he | played | his first match
he | played | his match
his match | starting in | 0
He | appeared later in | league
He | playing | full 90 minutes of 3 0 home success
He | first appeared later in | league
He | playing | full 90 minutes of 3 0 home success over CD Tenerife in Segunda División championship
He | first appeared in | league
He | playing | full 90 minutes
He | playing | 90 minutes
CD Tenerife | is in | Segunda División championship
He | playing | 90 minutes of 3 0 home success
He | appeared in | league
He | playing | 90 minutes of 3 0 home success over CD Tenerife in Segunda División championship
He | playing | full 90 minutes of 3 0 home success over CD Tenerife
He | playing | 90 minutes of 3 0 home success over CD Tenerife
Rico | renewed | his contract
Rico | signing | deal
Rico | renewed | his contract with Blanquillos
his contract | is with | Blanquillos
Rico | signing | five-year deal
first | win against | Córdoba CF. Rico
his professional deal | becoming | member
his deal | becoming | full member
his deal | becoming | full member of first team
his first deal | becoming | full member of first team
his first professional deal | becoming | member
his deal | becoming | member of team
his first professional deal | becoming | member of team
his professional deal | becoming | full member of first team
his deal | becoming | full member of team
his first professional deal | becoming | full member
